state:Alaska
city:Anchorage
year:2003,crimerate:372.1
year:2004,crimerate:345.6
year:2005,crimerate:337.5
year:2006,crimerate:435.4
year:2007,crimerate:481.2
year:2008,crimerate:318.6
year:2009,crimerate:380.3
year:2010,crimerate:289.2
year:2011,crimerate:299.3
year:2012,crimerate:245.0
year:2013,crimerate:393.7
state:Alabama
city:Bayou
year:2003,crimerate:1225.3
year:2004,crimerate:1260.8
year:2005,crimerate:583.0
year:2006,crimerate:701.5
year:2007,crimerate:801.9
year:2008,crimerate:777.2
year:2009,crimerate:453.1
year:2010,crimerate:788.7
year:2011,crimerate:875.2
year:2012,crimerate:914.9
year:2013,crimerate:1019.2
year:2014,crimerate:944.4
state:Alabama
city:Bear-Creek
year:2003,crimerate:446.8
year:2004,crimerate:106.8
year:2005,crimerate:230.3
year:2006,crimerate:232.2
year:2007,crimerate:356.8
year:2008,crimerate:189.3
year:2009,crimerate:134.1
year:2010,crimerate:500.5
year:2011,crimerate:152.4
state:Alabama
city:Berry
year:2003,crimerate:94.8
year:2004,crimerate:68.1
year:2005,crimerate:6.5
year:2006,crimerate:12.9
year:2007,crimerate:16.5
year:2008,crimerate:29.6
year:2009,crimerate:16.0
state:Alabama
city:Bessemer
year:2003,crimerate:1028.5
year:2004,crimerate:1156.4
year:2005,crimerate:1122.2
year:2006,crimerate:1194.6
year:2007,crimerate:1236.1
year:2008,crimerate:1281.5
year:2009,crimerate:651.5
year:2010,crimerate:1119.6
year:2011,crimerate:1163.2
year:2012,crimerate:1079.2
year:2013,crimerate:966.0
year:2014,crimerate:1164.9
year:2015,crimerate:1247.9
state:Alabama
city:Birmingham
year:2003,crimerate:836.8
year:2004,crimerate:867.9
year:2005,crimerate:916.8
year:2006,crimerate:892.6
year:2007,crimerate:939.2
year:2008,crimerate:927.2
year:2009,crimerate:815.4
year:2010,crimerate:885.5
year:2011,crimerate:812.0
year:2012,crimerate:770.5
year:2013,crimerate:805.6
year:2014,crimerate:841.0
state:Alabama
city:Blountsville
year:2003,crimerate:148.0
year:2004,crimerate:132.0
year:2005,crimerate:75.8
year:2006,crimerate:201.5
year:2007,crimerate:192.0
year:2008,crimerate:233.8
year:2009,crimerate:184.1
year:2010,crimerate:261.5
year:2011,crimerate:409.0
year:2012,crimerate:424.0
year:2013,crimerate:387.7
year:2014,crimerate:411.2
year:2015,crimerate:791.9
year:2016,crimerate:295.5
state:Alabama
city:Boaz
year:2003,crimerate:477.4
year:2004,crimerate:526.2
year:2005,crimerate:401.1
year:2006,crimerate:407.2
year:2007,crimerate:393.8
year:2008,crimerate:403.7
year:2009,crimerate:468.2
year:2010,crimerate:302.3
